bairro,logradouro,venda_itbi_rs_m2,venal_iptu_rs_m2,premio_mercado,n_vendas,n_imoveis_iptu
,RUA ENG SADI CASTRO,4572,1504,3.04,50,176
,RUA PERCIO FREITAS MAESTRI,2831,1904,1.49,42,200
ABERTA DOS MORR,RUA MONSENHOR AUGUSTO DALVIT,5655,2146,2.64,32,77
ABERTA DOS MORR,RUA JORGE BABOT MIRANDA,4983,2091,2.38,56,104
ABERTA DOS MORR,RUA MARCO TULIO KALIL FERREYRO,4980,1859,2.68,3,11
ABERTA DOS MORR,RUA ERNESTO PORFIRIO DOS REIS,4655,1772,2.63,5,64
ABERTA DOS MORR,RUA FRANCISCO MATTOS TERRES,4534,1872,2.42,4,50
ABERTA DOS MORR,AVENIDA JUCA BATISTA,4459,1498,2.98,276,291
ABERTA DOS MORR,RUA ANTONIO PINHEIRO CABRAL,4398,1871,2.35,4,25
ABERTA DOS MORR,RUA WERNO FINKLER,4394,2018,2.18,3,6
ABERTA DOS MORR,RUA PEDRO DA SILVA NAVA,4160,2002,2.08,10,36
ABERTA DOS MORR,RUA ALVARO PEDRO DA ROSA,4088,1853,2.21,9,69
ABERTA DOS MORR,RUA ALEXIO FAGHERAZZI,3967,1813,2.19,9,33
ABERTA DOS MORR,RUA DR LAURO MIGUEL STURM,3557,1706,2.08,4,19
ABERTA DOS MORR,RUA OCIMAR ANTONIO PEREIRA,3479,2018,1.72,5,13
ABERTA DOS MORR,RUA PROF DRA HEBE TOURINHO,3445,1756,1.96,6,27
ABERTA DOS MORR,RUA HONORATO TONIOLO,3389,1742,1.95,7,18
ABERTA DOS MORR,RUA THEREZINHA ROCHA DA SILVA,3197,1830,1.75,10,38
ABERTA DOS MORR,RUA DR HERMES PACHECO,3144,1939,1.62,21,171
ABERTA DOS MORR,RUA SENADOR MONDIN,3077,1716,1.79,10,24
ABERTA DOS MORR,RUA ATTILIO BETTIO,2943,1780,1.65,8,25
ABERTA DOS MORR,AVENIDA CELESTINO BERTOLUCCI,2877,1723,1.67,5,138
ABERTA DOS MORR,RUA JULIO DIAS DE SOUZA,2859,1625,1.76,12,111
ABERTA DOS MORR,RUA TELMO VIEIRA DE ARAUJO,2787,1935,1.44,4,38
ABERTA DOS MORR,RUA CICERO VIANA,2774,1542,1.8,4,27
ABERTA DOS MORR,AVENIDA ALTOS DO SANTA RITA,2690,1840,1.46,20,104
ABERTA DOS MORR,RUA JAMES BOCACIO,2574,2045,1.26,5,47
ABERTA DOS MORR,RUA ALCEBIADES RIBEIRO,2507,1301,1.93,38,214
ABERTA DOS MORR,RUA MARCIRIO DA SILVA BARBOSA,2446,1576,1.55,8,50
ABERTA DOS MORR,RUA ANTONIO SPOLIDORO,2298,1600,1.44,4,22
ABERTA DOS MORR,RUA HILARIO CRISTO,1870,1823,1.03,3,59
ABERTA DOS MORR,RUA ISIDORO BETTIO,1634,1930,0.85,5,39
AGRONOMIA,AVENIDA BENTO GONCALVES,6950,3697,1.88,5,129
ANCHIETA,RUA VITOR VALPIRIO,3200,2711,1.18,7,40
ARQUIPELAGO,RUA DOS PESCADORES,3889,3375,1.15,3,43
AUXILIADORA,AVENIDA NOVA YORK,13279,4027,3.3,102,337
AUXILIADORA,RUA AUXILIADORA,10791,5537,1.95,70,106
AUXILIADORA,RUA MATA BACELAR,9995,3640,2.75,25,174
AUXILIADORA,RUA CARLOS VON KOSERITZ,8896,4756,1.87,91,308
AUXILIADORA,RUA CAMPOS SALES,8887,5705,1.56,3,37
AUXILIADORA,RUA VINTE QUATRO DE OUTUBRO,8667,3771,2.3,72,589
AUXILIADORA,RUA CANDIDO SILVEIRA,8440,5332,1.58,30,233
AUXILIADORA,RUA GERMANO PETERSEN JUNIOR,7966,4659,1.71,58,285
AUXILIADORA,AVENIDA MARILAND,7303,4930,1.48,59,468
AUXILIADORA,RUA CORCOVADO,6516,4456,1.46,9,88
AUXILIADORA,AVENIDA AUGUSTO MEYER,6499,4396,1.48,4,16
AUXILIADORA,RUA MARQUES DO POMBAL,6476,3839,1.69,91,514
AUXILIADORA,RUA MARCELO GAMA,6449,5106,1.26,58,292
AUXILIADORA,TRAVESSA SAUDE,5925,4227,1.4,8,39
AUXILIADORA,RUA DR FREIRE ALEMAO,5886,4062,1.45,12,85
AUXILIADORA,RUA ARTUR ROCHA,5718,2783,2.05,6,51
AUXILIADORA,RUA DOM PEDRO II,5588,3945,1.42,15,125
AUXILIADORA,RUA CEL BORDINI,5494,2419,2.27,68,363
AUXILIADORA,AVENIDA CRISTOVAO COLOMBO,5465,3284,1.66,17,88
AUXILIADORA,RUA CARLOS TREIN FILHO,5422,2751,1.97,13,58
AUXILIADORA,RUA FELIPE NERI,5362,3329,1.61,40,268
AUXILIADORA,AVENIDA CEL LUCAS DE OLIVEIRA,5222,4140,1.26,13,125
AUXILIADORA,RUA SILVA JARDIM,5058,3812,1.33,8,71
AUXILIADORA,RUA PEDRO CHAVES BARCELOS,4924,3360,1.47,35,139
AUXILIADORA,RUA ALVARES DE AZEVEDO,4734,4850,0.98,3,33
AUXILIADORA,RUA FELICISSIMO DE AZEVEDO,4676,4128,1.13,46,296
AUXILIADORA,RUA COMENDADOR RHEINGANTZ,4675,3853,1.21,17,93
AUXILIADORA,AVENIDA AMERICA,4596,2596,1.77,25,204
AUXILIADORA,RUA EUDORO BERLINK,4417,2791,1.58,24,253
AUXILIADORA,ALAMEDA VICTOR ADALBERTO KESSLER,4325,3342,1.29,4,42
AUXILIADORA,RUA XAVIER FERREIRA,4259,3626,1.17,6,28
AUXILIADORA,AVENIDA PLINIO BRASIL MILANO,3787,2804,1.35,40,312
AZENHA,RUA PROF FREITAS E CASTRO,9707,4518,2.15,99,240
AZENHA,AVENIDA VENANCIO AIRES,8560,2633,3.25,49,342
AZENHA,RUA NUNES MACHADO,8423,4039,2.09,81,343
AZENHA,RUA AFONSO PENA,7657,4246,1.8,23,96
AZENHA,RUA JORNAL DO BRASIL,7145,3816,1.87,5,80
AZENHA,RUA GERMANO HASSLOCHER,6943,3274,2.12,9,77
AZENHA,RUA BOTAFOGO,6302,3644,1.73,55,319
AZENHA,AVENIDA FLORIANOPOLIS,6150,3980,1.55,27,275
AZENHA,AVENIDA DR CARLOS BARBOSA,6090,2501,2.44,23,206
AZENHA,RUA JOSE DO PATROCINIO,5838,3349,1.74,20,111
AZENHA,AVENIDA BENTO GONCALVES,5565,4683,1.19,96,549
AZENHA,RUA LEOPOLDO BIER,5548,4066,1.36,13,36
AZENHA,RUA JOSE DE ALENCAR,5538,2785,1.99,5,65
AZENHA,RUA JOSE HONORATO DOS SANTOS,5276,4203,1.26,13,80
AZENHA,RUA OLAVO BILAC,5082,2905,1.75,40,357
AZENHA,RUA BARAO DO TRIUNFO,5066,2774,1.83,44,214
AZENHA,AVENIDA JOAO PESSOA,5014,2954,1.7,100,474
AZENHA,RUA LOBO DA COSTA,4821,2876,1.68,29,236
AZENHA,TRAVESSA ALEXANDRINO DE ALENCAR,4743,3135,1.51,18,167
AZENHA,RUA DR RAMIRO DAVILA,4737,2323,2.04,11,98
AZENHA,AVENIDA ERICO VERISSIMO,4680,3647,1.28,35,262
AZENHA,RUA DONA CECILIA,4568,1864,2.45,4,38
AZENHA,RUA GEN LIMA E SILVA,4464,2077,2.15,62,536
AZENHA,RUA VISCONDE DE INHAUMA,4377,2383,1.84,24,99
AZENHA,RUA GEN CALDWELL,4180,2814,1.49,54,314
AZENHA,RUA VISCONDE DO HERVAL,4174,3078,1.36,21,107
AZENHA,RUA DR SEBASTIAO LEAO,4133,2542,1.63,20,163
AZENHA,AVENIDA IPIRANGA,4072,2417,1.68,23,236
AZENHA,AVENIDA DA AZENHA,4060,2347,1.73,130,765
AZENHA,RUA MARCILIO DIAS,4056,1872,2.17,29,228
AZENHA,AVENIDA PRINCESA ISABEL,4020,3208,1.25,25,151
AZENHA,RUA VINTE DE SETEMBRO,4002,2190,1.83,25,200
AZENHA,AVENIDA PROF OSCAR PEREIRA,3295,1484,2.22,6,86
AZENHA,TRAVESSA MATO GROSSO,3168,1672,1.89,7,49
AZENHA,RUA DAMASCO,3012,2575,1.17,4,37
AZENHA,TRAVESSA LUIZ ROSSETTI,2344,3321,0.71,3,13
BELA VISTA,RUA FARNESE,20148,5578,3.61,17,29
BELA VISTA,RUA COMENDADOR RHEINGANTZ,18049,8241,2.19,4,49
BELA VISTA,RUA CEL BORDINI,15746,7959,1.98,32,166
BELA VISTA,RUA ANTONIO PARREIRAS,14456,5046,2.86,32,86
BELA VISTA,RUA ENG VERISSIMO DE MATOS,13529,5790,2.34,37,119
BELA VISTA,RUA ENG ANTONIO REBOUCAS,13400,4951,2.71,8,56
BELA VISTA,RUA ENG TEIXEIRA SOARES,13151,6302,2.09,30,184
BELA VISTA,RUA ENG AFONSO CAVALCANTI,12179,5627,2.16,22,104
BELA VISTA,RUA ARTUR ROCHA,11378,5417,2.1,12,77
BELA VISTA,RUA PEDRO CHAVES BARCELOS,11154,5288,2.11,44,248
BELA VISTA,RUA ENG ADOLFO STERN,9953,5520,1.8,51,118
BELA VISTA,AVENIDA NEUSA GOULART BRIZOLA,9713,5552,1.75,13,128
BELA VISTA,AVENIDA MARILAND,8977,4081,2.2,20,28
BELA VISTA,RUA CARVALHO MONTEIRO,8914,4662,1.91,10,58
BELA VISTA,RUA CASEMIRO DE ABREU,8735,5625,1.55,49,228
BELA VISTA,RUA JARAGUA,8638,5071,1.7,71,421
BELA VISTA,RUA ENG OLAVO NUNES,8456,5576,1.52,41,234
BELA VISTA,RUA BARAO DE UBA,8396,4253,1.97,160,723
BELA VISTA,RUA PASSO DA PATRIA,8384,4748,1.77,50,368
BELA VISTA,RUA ENG EWBANK CAMARA,8182,4545,1.8,8,31
BELA VISTA,RUA GEN OSCAR MIRANDA,8137,5193,1.57,8,73
BELA VISTA,RUA PEDRO IVO,8097,4921,1.65,11,74
BELA VISTA,RUA SILVA JARDIM,7765,5998,1.29,9,56
BELA VISTA,RUA DES MORENO LOUREIRO LIMA,7688,5270,1.46,12,140
BELA VISTA,RUA CARLOS GARDEL,7621,4896,1.56,15,94
BELA VISTA,RUA DR TAUPHICK SAADI,7537,5092,1.48,45,273
BELA VISTA,RUA CARLOS TREIN FILHO,7405,5316,1.39,17,160
BELA VISTA,AVENIDA CEL LUCAS DE OLIVEIRA,7196,4496,1.6,255,922
BELA VISTA,RUA REGENTE,7098,5261,1.35,10,28
BELA VISTA,TRAVESSA FARROUPILHA,6867,5123,1.34,3,20
BELA VISTA,RUA CIRO GAVIAO,6807,5258,1.29,8,79
BELA VISTA,PRAAA CARLOS SIMAO ARNT,6776,4981,1.36,3,68
BELA VISTA,AVENIDA NILOPOLIS,6645,3786,1.76,28,174
BELA VISTA,AVENIDA DR NILO PECANHA,6424,4879,1.32,53,370
BELA VISTA,RUA CABRAL,6140,4173,1.47,32,246
BELA VISTA,RUA AMELIA TELES,5672,2913,1.95,22,114
BELA VISTA,RUA VICENTE DA FONTOURA,5371,3772,1.42,45,271
BELEM NOVO,AVENIDA JUCA BATISTA,6226,2811,2.21,141,605
BELEM NOVO,AVENIDA HEITOR VIEIRA,5726,1641,3.49,3,90
BELEM NOVO,RUA FLORENCIO FARIA,3545,1674,2.12,6,78
BELEM NOVO,RUA EUSTAQUIO INACIO DA SILVEIRA,3230,1599,2.02,8,88
BELEM NOVO,RUA JORGE MELLO GUIMARAES,3185,1777,1.79,12,146
BELEM NOVO,AVENIDA DES MELO GUIMARAES,3172,1664,1.91,4,46
BELEM NOVO,AVENIDA INACIO ANTONIO DA SILVA,2985,1657,1.8,4,97
BELEM NOVO,ESTRADA FRANCISCA DE OLIVEIRA VIEIRA,2758,1700,1.62,6,139
BELEM NOVO,RUA PODALIRIO TEIXEIRA MACHADO,2386,1427,1.67,7,46
BELEM NOVO,RUA ASSOCIACAO ATLETICA TRIENON,1815,1515,1.2,8,10
BELEM VELHO,ESTRADA DAS TRES MENINAS,7224,3173,2.28,38,124
BELEM VELHO,RUA JOAO DO COUTO,5198,1534,3.39,4,58
BELEM VELHO,ESTRADA AFONSO LOURENCO MARIANTE,1927,2567,0.75,5,654
BOA VISTA,AVENIDA DR NILO PECANHA,16301,5584,2.92,83,327
BOA VISTA,RUA LUIS LUZ,12111,4856,2.49,233,253
BOA VISTA,RUA CAMPOS SALES,11815,7099,1.66,11,35
BOA VISTA,RUA ANITA GARIBALDI,10730,3785,2.83,442,1756
BOA VISTA,RUA INACIO VASCONCELOS,9821,5119,1.92,13,121
BOA VISTA,RUA ALCIDES GONZAGA,9458,5989,1.58,11,66
BOA VISTA,RUA LIBERO BADARO,9087,4634,1.96,39,254
BOA VISTA,ALAMEDA VICENTE DE CARVALHO,8639,5004,1.73,12,70
BOA VISTA,RUA MARTIM ARANHA,8132,5000,1.63,28,192
BOA VISTA,AVENIDA FRANCISCO PETUCO,8026,4030,1.99,92,471
BOA VISTA,RUA GEN IBA MESQUITA ILHA MOREIRA,7547,4138,1.82,26,165
BOA VISTA,AVENIDA JOAO WALLIG,7412,4721,1.57,27,192
BOA VISTA,ALAMEDA RAIMUNDO CORREA,6997,4780,1.46,5,61
BOA VISTA,ALAMEDA AFONSO CELSO,6761,4603,1.47,4,41
BOA VISTA,RUA FREI HENRIQUE GOLLAND TRINDADE O F M,6523,5421,1.2,5,43
BOA VISTA,RUA QUATORZE DE JULHO,6406,4276,1.5,21,97
BOA VISTA,RUA TOMAZ GONZAGA,6193,4151,1.49,20,99
BOA VISTA,RUA GREGOR MENDEL,6130,4996,1.23,3,19
BOA VISTA,RUA DR GUIMARAES ROSA,5898,3036,1.94,7,31
BOA VISTA,AVENIDA CARLOS GOMES,5882,3915,1.5,21,117
BOA VISTA,RUA ENG EDMUNDO GARDOLINSKI,5832,5164,1.13,3,19
BOA VISTA,AVENIDA ENG ALFREDO CORREA DAUDT,5797,5586,1.04,11,58
BOA VISTA,RUA AFONSO TAUNAY,5630,3402,1.65,44,425
BOA VISTA,AVENIDA MARECHAL ANDREA,5359,2476,2.16,5,102
BOA VISTA,RUA ATANASIO BELMONTE,5359,2763,1.94,30,175
BOA VISTA,RUA DR PAULO FRANCO DOS REIS,5238,2708,1.93,3,41
BOA VISTA,AVENIDA ALVARENGA,4441,5481,0.81,8,30
BOA VISTA,RUA ELY COSTA,4034,4877,0.83,4,17
BOM FIM,RUA IRMAO JOSE OTAO,8466,4511,1.88,32,385
BOM FIM,RUA CASTRO ALVES,7624,3901,1.95,39,243
BOM FIM,RUA HENRIQUE DIAS,6680,3175,2.1,36,248
BOM FIM,RUA VASCO DA GAMA,6357,3344,1.9,28,253
BOM FIM,RUA DR BARROS CASSAL,5968,3267,1.83,74,538
BOM FIM,RUA GARIBALDI,5793,3124,1.85,108,780
BOM FIM,RUA RAMIRO BARCELOS,5708,2951,1.93,91,594
BOM FIM,RUA GEN JOAO TELLES,5679,3016,1.88,170,930
BOM FIM,RUA BENTO FIGUEIREDO,5504,2685,2.05,11,83
BOM FIM,RUA TOMAZ FLORES,5490,3255,1.69,54,306
BOM FIM,RUA FELIPE CAMARAO,5384,2709,1.99,183,1082
BOM FIM,RUA FERNANDES VIEIRA,5366,3216,1.67,130,876
BOM FIM,RUA SANTO ANTONIO,5256,2773,1.9,97,657
BOM FIM,AVENIDA OSVALDO ARANHA,4754,3099,1.53,142,820
BOM FIM,RUA ANTAO DE FARIAS,4222,4709,0.9,11,164
BOM FIM,AVENIDA CAUDURO,4000,2897,1.38,26,239
BOM FIM,RUA SARMENTO LEITE,3590,2608,1.38,13,87
BOM JESUS,RUA NAZARETH,8846,1715,5.16,4,91
BOM JESUS,RUA SAO DOMINGOS,5677,1554,3.65,5,50
BOM JESUS,RUA SAO MARCOS,5564,2392,2.33,44,213
BOM JESUS,RUA SAO SIMAO,5326,2252,2.37,24,171
BOM JESUS,RUA PROF CRISTIANO FISCHER,4911,3721,1.32,28,323
BOM JESUS,RUA SAO MATEUS,4800,2025,2.37,53,310
BOM JESUS,RUA CARUMBE,4690,2485,1.89,44,170
BOM JESUS,AVENIDA JORDAO,4609,2122,2.17,16,143
BOM JESUS,RUA ALFREDO FERREIRA RODRIGUES,3910,1516,2.58,9,66
BOM JESUS,RUA BOM JESUS,3859,1817,2.12,4,67
BOM JESUS,RUA SAO BENEDITO,3830,2068,1.85,12,137
BOM JESUS,AVENIDA PROTASIO ALVES,3819,2052,1.86,64,390
BOM JESUS,RUA SAO LUCAS,3610,1293,2.79,22,208
BOM JESUS,TRAVESSA UNIVERSINA ARAUJO NUNES,3338,1374,2.43,5,39
BOM JESUS,RUA SANTO AGOSTINHO,3333,1719,1.94,8,50
BOM JESUS,RUA PROFESSOR PEDRO SANTA HELENA,3281,1176,2.79,3,31
BOM JESUS,RUA DR MURTINHO,3280,1564,2.1,10,148
BOM JESUS,RUA SANTA IZABEL,3277,1221,2.68,26,239
BOM JESUS,TRAVESSA ENCRUZILHADA,3269,1821,1.8,12,76
BOM JESUS,RUA WALDOMIRO SOUZA,3127,1224,2.55,3,42
BOM JESUS,RUA DA PASCOA,3077,2027,1.52,5,76
BOM JESUS,RUA PATAGONIA,2877,1501,1.92,10,78
BOM JESUS,RUA CEL ANTENOR AMORIM,2652,1787,1.48,3,28
BOM JESUS,RUA MANUEL XAVIER,2483,2078,1.19,8,40
BOM JESUS,RUA DR SINVAL SALDANHA,2465,1557,1.58,6,103
CAMAQUA,RUA SILVIO SILVEIRA SOARES,6645,2548,2.61,11,84
CAMAQUA,RUA TEOTONIA,5342,2483,2.15,65,272
CAMAQUA,RUA ALARICO RIBEIRO,5125,2462,2.08,3,53
CAMAQUA,RUA DR BARCELOS,4765,2373,2.01,52,562
CAMAQUA,AVENIDA OTTO NIEMEYER,4593,2829,1.62,118,610
CAMAQUA,RUA CEL MASSOT,4569,2621,1.74,95,606
CAMAQUA,RUA GEN RONDON,3808,2014,1.89,21,117
CAMAQUA,RUA DR PEREIRA NETO,3790,1412,2.68,72,520
CAMAQUA,RUA ERICO CRAMER,3762,970,3.88,4,21
CAMAQUA,RUA PROF JOAQUIM LOUZADA,3761,1811,2.08,6,103
CAMAQUA,RUA PADRE JOAO BATISTA REUS,3735,2010,1.86,20,286
CAMAQUA,RUA MARECHAL HERMES,3708,1463,2.53,14,91
CAMAQUA,RUA DR MARIO TOTTA,3522,2122,1.66,41,286
CAMAQUA,RUA ALVARO GUTERRES,3504,2717,1.29,6,73
CAMAQUA,RUA CAMAQUA,3467,1382,2.51,48,432
CAMAQUA,RUA JOSE DOMINGOS VARELLA,3464,1490,2.32,54,160
CAMAQUA,RUA VICTOR SILVA,3377,1142,2.96,39,270
CAMAQUA,TRAVESSA ESCOBAR,3317,1728,1.92,273,1124
CAMAQUA,RUA AFONSO ARINOS,3278,2238,1.46,21,203
CAMAQUA,RUA JOAO MORA,3072,1182,2.6,28,204
CAMAQUA,RUA LIBERAL,3043,2277,1.34,3,72
CAMAQUA,RUA LANDEL DE MOURA,3015,2062,1.46,27,313
CAMAQUA,RUA DELFINA DA CUNHA,2415,2034,1.19,3,46
CAMPO NOVO,RUA TOME ANTONIO DE SOUZA,4653,1095,4.25,1252,354
CAMPO NOVO,ESTRADA CRISTIANO KRAEMER,3996,1489,2.68,350,1224
CAMPO NOVO,ESTRADA JORGE PEREIRA NUNES,2696,1342,2.01,19,136
CAMPO NOVO,RUA ANNA MARIA BIAZETTO,2574,1821,1.41,3,6
CASCATA,AVENIDA PROF OSCAR PEREIRA,8128,2237,3.63,159,86
CAVALHADA,RUA SILVIO SILVEIRA SOARES,6272,2476,2.53,182,308
CAVALHADA,RUA VINTE UM DE AGOSTO,5830,2557,2.28,4,41
CAVALHADA,RUA CEL DEUSDEDIT PAIVA BUENO,4985,2615,1.91,10,54
CAVALHADA,RUA XAVIER DA CUNHA,4651,2399,1.94,48,229
CAVALHADA,RUA WILSON ADNISLEN FREITAS PAIVA BUENO,4649,2368,1.96,16,256
CAVALHADA,PRAAA ARATIBA,4444,2141,2.08,5,79
CAVALHADA,AVENIDA FIRMINO OCTAVIO BIMBI,4404,5962,0.74,13,95
CAVALHADA,RUA GORKI,4177,1592,2.62,9,51
CAVALHADA,AVENIDA DA CAVALHADA,4042,2745,1.47,285,1496
CAVALHADA,RUA ARROIO GRANDE,4040,2236,1.81,3,33
CAVALHADA,RUA SANTA FLORA,4027,2333,1.73,8,83
CAVALHADA,RUA AFONSO ARINOS,3995,2258,1.77,4,30
CAVALHADA,AVENIDA FAMILIA GONCALVES CARNEIRO,3980,1552,2.56,258,867
CAVALHADA,RUA GRAMADO,3939,1900,2.07,3,36
CAVALHADA,RUA GAURAMA,3786,1893,2.0,7,82
CAVALHADA,AVENIDA EDUARDO PRADO,3772,2476,1.52,55,272
CAVALHADA,RUA ATILIO SUPERTTI,3731,1440,2.59,178,581
CAVALHADA,RUA EURIPEDES MONTEIRO DUARTE,3722,2662,1.4,14,68
CAVALHADA,RUA DR MARIO TOTTA,3688,2247,1.64,18,64
CAVALHADA,RUA STEPHAN ZWEIG,3678,2100,1.75,11,63
CAVALHADA,RUA JOSE DOMINGOS VARELLA,3558,1589,2.24,10,96
CAVALHADA,RUA DR BARCELOS,3542,1539,2.3,33,157
CAVALHADA,RUA DR CAMPOS VELHO,3540,2129,1.66,36,230
CAVALHADA,RUA PADRE ANGELO CORSO,3457,1392,2.48,186,606
CAVALHADA,RUA DONA ZULMIRA,3454,1602,2.16,30,198
CAVALHADA,RUA CEL TIMOTEO,3405,2033,1.67,9,63
CAVALHADA,RUA CEL MASSOT,3372,1377,2.45,64,303
CAVALHADA,RUA ADROALDO NOVO CORREA,3356,1580,2.12,4,57
CAVALHADA,AVENIDA VICENTE MONTEGGIA,3276,2312,1.42,4,100
CAVALHADA,RUA PADRE JOAO BATISTA REUS,3267,1329,2.46,42,334
CAVALHADA,AVENIDA OTTO NIEMEYER,3218,1721,1.87,22,132
CAVALHADA,RUA PANAMBI,3181,3106,1.02,3,55
CAVALHADA,RUA DR PEREIRA NETO,3081,1195,2.58,29,195
CAVALHADA,ESTRADA VILA MARIA,3062,1418,2.16,11,110
CAVALHADA,RUA DR EGYDIO MICHAELSEN,2880,2460,1.17,4,34
CAVALHADA,RUA IBIRUBA,2846,2090,1.36,5,65
CAVALHADA,RUA ESTEIO,2825,2213,1.28,4,29
CAVALHADA,RUA PEDRO RODRIGUES BITENCOURT,2821,1281,2.2,79,282
CAVALHADA,AVENIDA NELSON PULGATTI MOREIRA,2756,1567,1.76,27,156
CAVALHADA,ESTRADA JOAO VEDANA,2725,1325,2.06,3,68
CAVALHADA,RUA CEL HILARIO PEREIRA FORTES,2673,1506,1.77,12,88
CAVALHADA,AVENIDA PAULO PONTES,2595,1649,1.57,3,106
CAVALHADA,RUA FLORINHA,2505,1680,1.49,5,64
CAVALHADA,RUA ROMEU DE VASCONCELLOS ROSA,2464,1086,2.27,12,128
CAVALHADA,RUA DEPUTADO CUNHA BUENO,2444,1095,2.23,52,472
CAVALHADA,RUA DR JULIO TEIXEIRA,2048,899,2.28,68,592
CAVALHADA,RUA PAULO MACIEL,2015,1079,1.87,16,545
CAVALHADA,RUA LANDEL DE MOURA,1875,2482,0.76,3,48
CAVALHADA,RUA EVANGELISTA FRANCISCO DA SILVA,1801,1672,1.08,3,64
CEL AP BORGES,AVENIDA VEIGA,4458,1649,2.7,8,156
CEL AP BORGES,RUA SAO MIGUEL,3516,1505,2.34,13,96
CEL AP BORGES,RUA QUERUBIM COSTA,3367,2063,1.63,5,44
CEL AP BORGES,RUA CEL JOSE RODRIGUES SOBRAL,3357,1221,2.75,36,211
CEL AP BORGES,AVENIDA OUTEIRO,3150,1516,2.08,3,39
CEL AP BORGES,RUA INTENDENTE ALFREDO AZEVEDO,2502,2077,1.2,6,39
CENTRO HISTORIC,RUA SENHOR DOS PASSOS,10022,4212,2.38,113,301
CENTRO HISTORIC,AVENIDA LOUREIRO DA SILVA,6400,3601,1.78,44,468
CENTRO HISTORIC,RUA GEN JOAO MANOEL,5912,3094,1.91,53,317
CENTRO HISTORIC,RUA DUQUE DE CAXIAS,5517,3221,1.71,550,3514
CENTRO HISTORIC,RUA CEL GENUINO,5495,3158,1.74,72,550
CENTRO HISTORIC,TRAVESSA TUYUTY,5325,3074,1.73,27,223
CENTRO HISTORIC,PRAAA RAUL PILLA,5226,4513,1.16,7,72
CENTRO HISTORIC,RUA GEN CYPRIANO FERREIRA,5213,3291,1.58,18,153
CENTRO HISTORIC,RUA CEL FERNANDO MACHADO,5059,3192,1.58,209,1631
CENTRO HISTORIC,PRAAA DOM FELICIANO,4967,3361,1.48,13,124
CENTRO HISTORIC,AVENIDA INDEPENDENCIA,4953,3900,1.27,60,349
CENTRO HISTORIC,RUA GEN AUTO,4927,3626,1.36,28,157
CENTRO HISTORIC,RUA GEN LIMA E SILVA,4921,2921,1.68,66,607
CENTRO HISTORIC,RUA GEN CANABARRO,4891,2785,1.76,7,79
CENTRO HISTORIC,RUA DEMETRIO RIBEIRO,4833,3086,1.57,338,2550
CENTRO HISTORIC,PRAAA CONDE DE PORTO ALEGRE,4803,2681,1.79,19,239
CENTRO HISTORIC,PRAAA MARECHAL DEODORO,4785,3327,1.44,3,38
CENTRO HISTORIC,RUA GEN SALUSTIANO,4779,3239,1.48,18,94
CENTRO HISTORIC,AVENIDA JOAO PESSOA,4765,2930,1.63,69,312
CENTRO HISTORIC,RUA DOS ANDRADAS,4733,3137,1.51,379,2047
CENTRO HISTORIC,RUA CEL VICENTE,4716,3050,1.55,53,468
CENTRO HISTORIC,RUA GEN BENTO MARTINS,4688,3164,1.48,73,590
CENTRO HISTORIC,RUA GEN VASCO ALVES,4686,2583,1.81,47,373
CENTRO HISTORIC,RUA VIGARIO JOSE IGNACIO,4643,3168,1.47,81,447
CENTRO HISTORIC,RUA VINTE QUATRO DE MAIO,4639,2508,1.85,62,390
CENTRO HISTORIC,RUA WASHINGTON LUIZ,4595,3131,1.47,80,557
CENTRO HISTORIC,RUA RIACHUELO,4589,2885,1.59,302,2035
CENTRO HISTORIC,RUA JERONIMO COELHO,4568,2698,1.69,82,568
CENTRO HISTORIC,RUA GEN PORTINHO,4435,2577,1.72,41,273
CENTRO HISTORIC,RUA DR FLORES,4432,2674,1.66,68,381
CENTRO HISTORIC,RUA AVAI,4408,2997,1.47,40,275
CENTRO HISTORIC,RUA JOSE DO PATROCINIO,4371,2699,1.62,44,341
CENTRO HISTORIC,RUA PINTO BANDEIRA,4249,3022,1.41,9,115
CENTRO HISTORIC,RUA SIQUEIRA CAMPOS,4196,3284,1.28,9,66
CENTRO HISTORIC,AVENIDA BORGES DE MEDEIROS,4191,2935,1.43,177,1129
CENTRO HISTORIC,RUA ESPIRITO SANTO,4163,2632,1.58,41,260
CENTRO HISTORIC,RUA GEN CAMARA,4067,2763,1.47,29,217
CENTRO HISTORIC,AVENIDA DES ANDRE DA ROCHA,4064,2952,1.38,82,632
CENTRO HISTORIC,RUA MARECHAL FLORIANO PEIXOTO,4016,2663,1.51,74,527
CENTRO HISTORIC,AVENIDA MAUA,3846,3305,1.16,12,41
CENTRO HISTORIC,AVENIDA SENADOR SALGADO FILHO,3814,3041,1.25,154,910
CENTRO HISTORIC,RUA GEN ANDRADE NEVES,3620,2730,1.33,29,261
CENTRO HISTORIC,RUA GEN VITORINO,3573,3015,1.19,53,342
CENTRO HISTORIC,AVENIDA ALBERTO BINS,3511,3102,1.13,41,283
CENTRO HISTORIC,AVENIDA JULIO DE CASTILHOS,3072,3391,0.91,6,34
CENTRO HISTORIC,RUA VOLUNTARIOS DA PATRIA,2611,3040,0.86,19,68
CHACARA PEDRAS,AVENIDA DR NILO PECANHA,8784,4967,1.77,12,140
CHACARA PEDRAS,RUA LICINIO CARDOSO,8491,3796,2.24,4,28
